Order_ID,Customer_ID,Age,Gender,City,Product_Category,Product,Quantity,Unit_Price,Discount,Payment_Method,Order_Date,Rating,Delivery_Days,Returned,Total_Amount
ORD101437,CUST2434,27.0,Female,Visakhapatnam,Electronics,Smartphone,2,26444.42,25.0,Wallet,2026-07-15,5.0,3.0,No,39666.63
ORD100508,CUST7435,36.0,Female,Kolkata,Sports,Football,5,1151.3,15.0,Credit Card,2026-02-17,3.6,6.0,No,4893.03
ORD105276,CUST7450,45.0,Female,Delhi,Beauty,Face Wash,1,553.75,10.0,Net Banking,2025-06-08,2.5,8.0,No,498.38
ORD105664,CUST3233,28.0,Female,Delhi,Electronics,Smartphone,2,28293.22,30.0,Wallet,2026-05-05,4.4,3.0,No,39610.5
ORD105403,CUST4931,32.0,Female,Ahmedabad,Fashion,Handbag,1,2253.76,,Net Banking,2025-08-12,4.0,2.0,No,2028.39
ORD105931,CUST8139,29.0,Female,Visakhapatnam,Books,Biography,1,598.99,15.0,UPI,2025-06-05,2.3,4.0,No,509.14
ORD102340,CUST8576,29.0,Other,Bengaluru,Electronics,Tablet,1,20329.0,10.0,Net Banking,2025-12-05,3.8,3.0,No,18296.1
ORD114791,CUST3111,39.0,Other,Ahmedabad,Beauty,Hair Dryer,1,2491.21,10.0,UPI,2026-07-03,4.2,4.0,No,2242.09
ORD104387,CUST8908,40.0,Female,Bengaluru,Fashion,Handbag,1,2117.96,5.0,COD,2026-03-30,3.5,6.0,No,2012.06
ORD111713,CUST8973,30.0,Male,Mumbai,Electronics,Tablet,1,22769.5,25.0,UPI,2026-08-06,3.5,2.0,No,17077.12
ORD107681,CUST6588,38.0,Male,Chennai,Books,Programming Book,2,751.18,0.0,Credit Card,2026-02-13,2.7,2.0,No,1502.36
ORD111589,CUST5169,28.0,Female,Mumbai,Electronics,Smartphone,4,24507.11,10.0,Wallet,2026-01-20,4.2,6.0,No,88225.58
ORD111371,CUST6820,,Other,Bengaluru,Electronics,Tablet,3,19679.69,20.0,Net Banking,2026-12-19,3.8,3.0,Yes,47231.25
ORD108694,CUST4388,43.0,Female,Guntur,Electronics,Smartwatch,2,7981.37,25.0,Debit Card,2026-03-21,3.6,1.0,No,11972.06
ORD100644,CUST5798,,Female,Chennai,Electronics,Smartwatch,2,6950.09,10.0,Debit Card,2025-03-17,3.8,5.0,No,12510.15
ORD101540,CUST5609,36.0,Female,Pune,Fashion,Jacket,2,2767.12,25.0,Net Banking,2026-03-17,3.4,3.0,No,4150.68
ORD101212,CUST4941,32.0,Male,Vijayawada,Sports,Yoga Mat,5,859.6,0.0,UPI,2025-03-15,4.4,4.0,Yes,4297.99
ORD114386,CUST5418,31.0,Female,Delhi,Home & Kitchen,Mixer Grinder,1,3999.84,0.0,UPI,2025-06-25,3.5,7.0,No,3999.84
ORD113760,CUST2836,39.0,Female,Pune,Fashion,Jacket,1,2758.09,10.0,Net Banking,2025-07-27,3.3,6.0,No,2482.28
ORD108865,CUST2422,31.0,Female,Pune,Electronics,Headphones,1,3332.65,5.0,Credit Card,2025-03-05,4.6,3.0,No,3166.02
ORD106107,CUST5001,32.0,Female,Kolkata,Books,Exam Guide,3,703.78,25.0,Net Banking,2026-03-05,4.0,7.0,No,1583.51
ORD105616,CUST8193,56.0,Male,Vijayawada,Electronics,Tablet,3,19441.57,5.0,Debit Card,2025-05-16,2.9,9.0,No,55408.47
ORD113259,CUST6322,99.0,Male,Pune,Electronics,Headphones,1,3012.49,5.0,Credit Card,2025-12-23,3.7,1.0,No,2861.86
ORD101465,CUST2093,18.0,Female,,Beauty,Face Wash,2,513.92,5.0,Debit Card,2025-08-31,4.6,5.0,No,976.45
ORD101193,CUST8846,23.0,Female,Delhi,Sports,Running Shoes,1,3555.72,30.0,Debit Card,2026-07-07,3.5,7.0,No,2489.0
ORD103591,CUST3871,18.0,Male,Vijayawada,Sports,Dumbbells,3,2174.74,0.0,Credit Card,2026-08-23,3.0,1.0,No,6524.22
ORD109752,CUST8517,42.0,Male,Pune,Sports,Running Shoes,2,3623.19,15.0,UPI,2026-12-10,5.0,7.0,No,6159.42
ORD106361,CUST4808,24.0,Female,Pune,Fashion,Jeans,1,1668.73,0.0,Wallet,2025-02-10,2.7,6.0,No,1668.73
ORD108698,CUST3167,30.0,Male,Ahmedabad,Fashion,Handbag,2,2162.93,0.0,Wallet,2026-08-24,3.9,5.0,No,4325.86
ORD112251,CUST2643,31.0,Male,Pune,Electronics,Smartphone,2,28261.38,0.0,Wallet,2026-12-09,4.4,5.0,No,56522.77
ORD106720,CUST4273,30.0,Female,Vijayawada,Fashion,T-Shirt,2,1007.46,20.0,Net Banking,2026-12-15,3.4,4.0,No,1611.94
ORD100507,CUST8302,26.0,Male,Bengaluru,Fashion,Handbag,2,2401.68,15.0,Credit Card,2025-06-23,4.0,3.0,No,4082.85
ORD111148,CUST6245,22.0,Male,Ahmedabad,Electronics,Smartwatch,3,7040.52,5.0,UPI,2025-05-21,3.9,4.0,No,20065.48
ORD109301,CUST4492,37.0,Female,Ahmedabad,Beauty,Face Wash,4,472.88,15.0,Debit Card,2026-03-07,4.0,5.0,No,1607.78
ORD109358,CUST8088,32.0,Male,Bengaluru,Home & Kitchen,Air Fryer,3,6190.16,15.0,UPI,2025-06-05,3.9,5.0,No,15784.92
ORD112432,CUST7775,36.0,Female,Pune,Sports,Running Shoes,1,3799.49,20.0,UPI,2026-03-28,3.3,3.0,No,3039.59
ORD101774,CUST5924,29.0,Female,Visakhapatnam,Sports,Dumbbells,1,2442.66,15.0,Debit Card,2026-02-22,4.2,6.0,No,2076.26
ORD100273,CUST5023,30.0,Female,Delhi,Electronics,Smartwatch,2,6481.42,10.0,COD,2025-01-30,4.4,4.0,No,11666.56
ORD112294,CUST8509,18.0,Female,Vijayawada,Home & Kitchen,Mixer Grinder,2,3739.04,25.0,Net Banking,2026-03-09,2.8,6.0,No,5608.56
ORD103619,CUST5573,18.0,Female,Kolkata,Fashion,Jeans,2,1929.64,10.0,Credit Card,2026-01-05,3.7,6.0,No,3473.35
ORD102382,CUST8773,30.0,Female,Kolkata,Electronics,Laptop,1,68045.05,10.0,Credit Card,2025-01-30,4.3,6.0,No,61240.55
ORD107009,CUST8283,31.0,female,Guntur,Electronics,Smartwatch,3,7334.5,15.0,Net Banking,2026-12-02,3.5,3.0,No,18702.98
ORD113186,CUST1336,21.0,Male,Pune,Fashion,T-Shirt,1,909.65,0.0,Credit Card,2026-06-23,4.2,8.0,No,909.65
ORD104634,CUST2889,37.0,Female,Mumbai,Fashion,Jacket,1,3055.26,0.0,Net Banking,2025-05-16,4.4,4.0,No,3055.26
ORD108505,CUST6973,51.0,Female,Hyderabad,Beauty,Face Wash,4,531.56,20.0,Net Banking,2025-02-14,3.6,5.0,No,1701.01
ORD100747,CUST1791,43.0,Male,Hyderabad,Fashion,Jacket,1,3251.26,20.0,Debit Card,2025-04-22,2.9,4.0,No,2601.01
ORD107708,CUST5691,36.0,Male,Hyderabad,Fashion,Jacket,1,2939.95,10.0,COD,2025-08-19,3.6,6.0,No,2645.95
ORD103570,CUST6878,38.0,Male,Warangal,Fashion,Shoes,1,2740.95,15.0,Wallet,2025-05-05,4.4,8.0,No,2329.81
ORD114428,CUST6068,20.0,Male,Bengaluru,Electronics,Smartwatch,2,6936.17,15.0,Wallet,2025-12-21,3.6,7.0,No,11791.49
ORD108558,CUST8934,35.0,Female,Mumbai,Beauty,Moisturizer,2,784.32,10.0,Wallet,2026-04-28,2.7,6.0,No,1411.77
ORD106449,CUST5464,23.0,Male,Visakhapatnam,Beauty,Face Wash,4,545.63,10.0,UPI,2026-10-23,3.8,9.0,No,1964.26
ORD105600,CUST4138,34.0,Male,Warangal,Home & Kitchen,Air Fryer,1,58682.56,0.0,Debit Card,2025-02-26,4.2,5.0,No,58682.56
ORD111039,CUST7689,21.0,Female,Vijayawada,Home & Kitchen,Air Fryer,3,7364.1,5.0,COD,2026-10-05,3.4,3.0,No,20987.69
ORD110827,CUST2081,25.0,Female,Pune,Beauty,Face Wash,5,462.71,10.0,Debit Card,2026-08-29,4.9,2.0,No,2082.18
ORD108573,CUST8415,24.0,Male,Ahmedabad,Sports,Yoga Mat,2,783.82,5.0,COD,2025-07-23,3.6,7.0,No,1489.26
ORD110624,CUST1585,,Male,Bengaluru,Home & Kitchen,Cookware Set,3,2595.27,15.0,COD,2026-10-22,4.9,6.0,No,6617.94
ORD101913,CUST3930,36.0,Female,Chennai,Books,Novel,1,540.32,5.0,COD,2026-09-30,2.9,5.0,No,513.3
ORD109623,CUST2737,27.0,Male,Guntur,Books,Exam Guide,5,767.26,10.0,Net Banking,2026-11-11,3.7,5.0,Yes,3452.66
ORD100600,CUST4118,37.0,Female,Vijayawada,Home & Kitchen,Lamp,1,1150.95,25.0,COD,2025-07-30,5.0,7.0,No,863.22
ORD103893,CUST3079,39.0,Male,Chennai,Home & Kitchen,Air Fryer,2,7356.23,15.0,Wallet,2025-06-26,4.3,6.0,No,12505.59
ORD105541,CUST2206,30.0,Female,Bengaluru,Books,Biography,2,581.18,10.0,Credit Card,2025-01-18,4.1,6.0,No,1046.13
ORD101653,CUST8376,29.0,Female,Delhi,Fashion,Shoes,1,2850.83,25.0,COD,2026-10-09,5.0,1.0,No,2138.12
ORD108107,CUST2050,25.0,Female,Pune,Fashion,T-Shirt,1,909.43,30.0,Credit Card,2025-07-02,4.4,6.0,No,636.6
ORD101894,CUST4953,34.0,Female,Delhi,Electronics,Smartphone,2,28655.37,0.0,Debit Card,2025-11-07,3.2,5.0,No,57310.74
ORD111188,CUST5439,26.0,Male,Hyderabad,Home & Kitchen,Lamp,2,1285.07,15.0,UPI,2025-06-02,3.2,5.0,Yes,2184.61
ORD106503,CUST2384,30.0,Female,Guntur,Home & Kitchen,Air Fryer,3,6191.52,5.0,Net Banking,2026-06-03,,4.0,No,17645.84
ORD104363,CUST8570,25.0,Male,Mumbai,Beauty,Moisturizer,2,726.2,20.0,UPI,2025-08-07,5.0,1.0,Yes,1161.91
ORD114733,CUST6670,18.0,Male,Ahmedabad,Electronics,Laptop,1,55348.79,10.0,UPI,2026-02-02,3.6,4.0,No,49813.91
ORD100376,CUST8344,18.0,Female,Bengaluru,Electronics,Tablet,1,24070.23,10.0,UPI,2025-01-17,4.3,4.0,No,21663.2
ORD101967,CUST2756,23.0,Female,Pune,Beauty,Perfume,2,1555.64,10.0,Debit Card,2026-03-24,3.6,7.0,No,2800.15
ORD103958,CUST1458,24.0,Female,Vijayawada,Books,Biography,3,656.42,15.0,Debit Card,2025-04-25,3.8,3.0,No,1673.87
ORD113240,CUST4268,31.0,Male,Pune,Electronics,Laptop,3,63049.88,15.0,Wallet,2026-01-20,4.0,4.0,No,160777.2
ORD105697,CUST3584,29.0,Male,Kolkata,Electronics,Headphones,2,2779.04,20.0,Debit Card,2026-01-26,4.2,2.0,No,4446.46
ORD101244,CUST4899,25.0,Male,Ahmedabad,Electronics,Headphones,1,2682.88,20.0,Wallet,2025-01-16,5.0,5.0,No,2146.3
ORD112438,CUST8003,37.0,Male,Ahmedabad,Electronics,Smartwatch,1,6535.85,15.0,COD,2026-04-13,3.3,1.0,No,5555.48
ORD112138,CUST7789,33.0,Female,Hyderabad,Beauty,Face Wash,2,428.73,20.0,Wallet,2025-01-17,5.0,3.0,No,685.97
ORD109194,CUST3469,53.0,Female,Kolkata,Fashion,Shoes,2,2246.89,20.0,Wallet,2025-01-07,4.1,6.0,No,3595.02
ORD100942,CUST8397,,Female,,Sports,Football,2,1118.16,15.0,UPI,2026-01-04,3.8,5.0,Yes,1900.87
ORD111114,CUST1572,33.0,Male,Kolkata,Fashion,T-Shirt,3,1019.43,10.0,Wallet,2026-03-28,4.6,3.0,No,2752.47
ORD103347,CUST1556,25.0,Female,Visakhapatnam,Sports,Football,1,1129.76,0.0,COD,2026-05-13,3.1,5.0,No,1129.76
ORD102658,CUST2377,23.0,Male,Delhi,Home & Kitchen,Mixer Grinder,1,3039.94,0.0,Wallet,2026-02-10,3.7,1.0,Yes,3039.94
ORD114743,CUST3439,34.0,Female,Pune,Beauty,Makeup Kit,2,2621.67,15.0,COD,2026-07-29,3.7,1.0,No,4456.83
ORD111915,CUST2938,31.0,Male,Ahmedabad,Books,Exam Guide,3,800.01,25.0,Net Banking,2026-01-16,3.2,1.0,No,1800.03
ORD105327,CUST4109,20.0,Male,Kolkata,Home & Kitchen,Air Fryer,2,6074.8,0.0,Debit Card,2026-12-14,5.0,7.0,No,12149.59
ORD114097,CUST1331,40.0,Other,Hyderabad,Sports,Football,2,1067.51,5.0,Debit Card,2025-02-24,3.1,6.0,Yes,2028.28
ORD106579,CUST5734,25.0,Female,Mumbai,Books,Biography,2,599.63,30.0,Debit Card,2025-09-07,3.3,1.0,No,839.49
ORD102800,CUST6990,22.0,Male,Warangal,Beauty,Moisturizer,1,698.93,5.0,Net Banking,2026-01-25,3.2,2.0,No,663.98
ORD104307,CUST6965,28.0,Male,Hyderabad,Home & Kitchen,Cookware Set,1,2763.55,0.0,COD,2025-12-26,3.2,5.0,No,2763.55
ORD110904,CUST6185,29.0,Female,Visakhapatnam,Home & Kitchen,Bedsheet,1,1618.18,20.0,Net Banking,2026-09-02,5.0,4.0,No,1294.54
ORD111588,CUST4139,31.0,Female,Vijayawada,Electronics,Smartwatch,2,7861.2,20.0,UPI,2026-06-10,3.8,6.0,No,12577.92
ORD107245,CUST3897,52.0,Female,Bengaluru,Fashion,Jeans,2,1742.1,15.0,,2026-12-09,3.7,6.0,No,2961.58
ORD100299,CUST3487,22.0,Female,Vijayawada,Beauty,Moisturizer,2,640.4,0.0,Wallet,2025-08-28,3.8,4.0,No,1280.8
ORD112293,CUST2366,18.0,Male,Hyderabad,Electronics,Smartwatch,1,7934.19,20.0,Net Banking,2025-04-01,3.1,2.0,No,6347.35
ORD103824,CUST5386,25.0,Female,Guntur,Electronics,Laptop,3,52361.28,0.0,Wallet,2026-01-05,3.1,3.0,No,157083.83
ORD112729,CUST2254,27.0,Male,Hyderabad,Fashion,Jeans,2,2020.18,30.0,Credit Card,2025-07-02,3.7,3.0,No,2828.25
ORD107978,CUST6134,27.0,Male,Warangal,Books,Data Science Book,2,1026.59,20.0,Net Banking,2026-03-03,2.7,4.0,No,1642.54
ORD102036,CUST5691,33.0,Female,Pune,Beauty,Hair Dryer,2,2021.13,5.0,UPI,2026-06-29,3.9,7.0,No,3840.14
ORD104040,CUST4063,40.0,Male,Guntur,Sports,Football,5,1105.44,5.0,Net Banking,2025-08-15,4.0,,No,5250.84
ORD109863,CUST6999,31.0,Female,Chennai,Electronics,Laptop,1,60973.33,20.0,UPI,2026-01-25,3.6,1.0,No,48778.66
ORD110810,CUST8060,30.0,Female,Bengaluru,Books,Novel,1,570.93,15.0,UPI,2025-05-13,4.5,8.0,No,485.29
ORD101500,CUST5278,30.0,Male,Chennai,Beauty,Perfume,1,1769.19,10.0,Debit Card,2025-09-28,3.2,6.0,No,1592.27
ORD103513,CUST7687,32.0,Male,Delhi,Books,Data Science Book,3,1322.14,5.0,Credit Card,2025-05-31,4.1,6.0,No,3768.09
ORD114956,CUST3441,19.0,Male,Warangal,Fashion,Shoes,2,2447.11,5.0,COD,2026-09-05,4.4,4.0,No,4649.52
ORD108845,CUST2754,47.0,Female,Guntur,Beauty,Makeup Kit,4,2174.28,15.0,UPI,2025-05-24,5.0,4.0,No,7392.55
ORD108363,CUST8248,27.0,Male,Warangal,Home & Kitchen,Lamp,3,1173.78,20.0,Net Banking,2025-05-18,3.5,2.0,No,2817.07
ORD106829,CUST7647,42.0,Male,Chennai,Home & Kitchen,Bedsheet,2,1414.88,20.0,Wallet,2026-04-07,3.8,4.0,No,2263.81
ORD107131,CUST4804,23.0,Other,Vijayawada,Fashion,Handbag,4,2031.23,0.0,Wallet,2026-11-01,4.1,2.0,No,8124.9
ORD112668,CUST6664,40.0,Female,Kolkata,Beauty,Makeup Kit,1,2601.81,10.0,COD,2025-12-27,3.4,6.0,No,2341.63
ORD109244,CUST6982,42.0,Male,Delhi,Fashion,Jacket,1,3167.32,10.0,COD,2026-03-24,3.5,7.0,No,2850.58
ORD104086,CUST6541,51.0,Male,Kolkata,Books,Programming Book,2,879.01,10.0,Net Banking,2025-05-24,3.2,4.0,No,1582.22
ORD100243,CUST3986,47.0,female,Bengaluru,Electronics,Smartphone,1,28164.11,0.0,UPI,2026-08-15,3.3,4.0,No,28164.11
ORD112814,CUST2934,28.0,Female,Kolkata,Fashion,Shoes,1,2375.58,20.0,UPI,2025-05-22,3.8,5.0,Yes,1900.46
ORD101645,CUST5394,21.0,Female,Warangal,Electronics,Headphones,1,2918.29,,Wallet,2026-07-27,3.0,7.0,No,2772.38
ORD107372,CUST6822,35.0,Male,Pune,Sports,Football,4,1296.55,20.0,Debit Card,2026-04-24,3.7,5.0,No,4148.97
ORD112635,CUST3662,27.0,Female,Ahmedabad,Electronics,Tablet,2,22033.72,5.0,Wallet,2025-02-04,3.6,5.0,Yes,41864.06
ORD105595,CUST3972,29.0,Male,Guntur,Home & Kitchen,Cookware Set,2,2692.23,5.0,Net Banking,2025-03-02,4.2,8.0,No,5115.23
ORD111299,CUST7134,26.0,Female,Bengaluru,Beauty,Face Wash,2,430.19,15.0,Net Banking,2026-02-09,3.1,7.0,No,731.32
ORD110329,CUST4692,19.0,Male,Vijayawada,Fashion,Shoes,5,2450.19,25.0,UPI,2026-12-17,3.6,3.0,No,9188.2
ORD105232,CUST1775,39.0,Male,Kolkata,Books,Exam Guide,1,775.4,30.0,Credit Card,2026-01-18,3.7,7.0,No,542.78
ORD102077,CUST3351,29.0,Male,Delhi,Books,Exam Guide,1,673.63,15.0,UPI,2026-04-19,4.3,5.0,No,572.59
ORD104104,CUST3529,36.0,Female,Mumbai,Fashion,Jeans,1,1535.82,20.0,Net Banking,2026-10-14,2.2,5.0,No,1228.66
ORD107494,CUST2987,21.0,Male,Bengaluru,Electronics,Headphones,2,2892.3,10.0,UPI,2025-01-04,3.2,5.0,Yes,5206.14
ORD105969,CUST5369,40.0,Male,Kolkata,Home & Kitchen,Air Fryer,2,6304.5,10.0,COD,2025-01-04,4.5,1.0,No,11348.09
ORD112590,CUST4123,28.0,Female,Vijayawada,Beauty,Hair Dryer,1,2409.35,30.0,Debit Card,2026-04-07,3.1,7.0,No,1686.54
ORD112774,CUST2771,40.0,Female,Delhi,Electronics,Tablet,2,19101.14,25.0,UPI,2026-04-16,3.6,5.0,No,28651.71
ORD103967,CUST5971,34.0,Male,Chennai,Home & Kitchen,Air Fryer,2,7006.48,15.0,Credit Card,2026-03-04,3.9,6.0,No,11911.01
ORD110439,CUST3198,27.0,Female,Guntur,Books,Exam Guide,2,729.46,10.0,COD,2025-11-13,3.7,3.0,No,1313.04
ORD114758,CUST2772,18.0,Male,Chennai,Sports,Yoga Mat,3,828.09,15.0,Credit Card,2025-02-03,3.8,4.0,No,2111.62
ORD114143,CUST4638,29.0,Female,Ahmedabad,Home & Kitchen,Cookware Set,1,2662.84,5.0,Wallet,2026-03-13,4.2,5.0,No,2529.69
ORD106755,CUST4562,44.0,Male,Vijayawada,Fashion,Jacket,1,2770.02,5.0,Net Banking,2026-09-24,2.8,6.0,No,2631.52
ORD110004,CUST6888,38.0,Female,Warangal,Electronics,Tablet,1,23768.66,20.0,Credit Card,2025-09-12,4.2,3.0,No,19014.93
ORD109163,CUST5468,99.0,Female,Kolkata,Beauty,Perfume,1,1554.14,0.0,Net Banking,2025-05-08,5.0,5.0,Yes,1554.14
ORD112531,CUST5718,29.0,Male,Visakhapatnam,Electronics,Headphones,2,2649.94,10.0,Net Banking,2026-06-17,4.5,6.0,No,4769.89
ORD104079,CUST6180,41.0,Male,Mumbai,Electronics,Smartwatch,1,7495.0,25.0,Net Banking,2025-07-27,2.3,4.0,No,5621.25
ORD107755,CUST3548,28.0,Female,Mumbai,Fashion,Jeans,4,1546.94,15.0,UPI,2026-11-16,4.3,5.0,No,5259.6
ORD108833,CUST5165,31.0,Female,Mumbai,Electronics,Smartphone,3,27552.73,20.0,UPI,2026-01-19,5.0,4.0,No,66126.54
ORD102779,CUST5121,30.0,Female,Chennai,Fashion,Jacket,1,3379.69,5.0,COD,2025-03-10,3.0,3.0,Yes,3210.71
ORD104604,CUST1143,42.0,Male,Pune,Beauty,Perfume,1,1992.75,25.0,UPI,2025-06-21,5.0,2.0,No,1494.56
ORD104933,CUST3188,18.0,Female,Chennai,Beauty,Moisturizer,3,691.25,20.0,Debit Card,2026-01-29,3.9,7.0,No,1659.0
ORD101986,CUST8721,32.0,Female,Delhi,Books,Programming Book,2,756.06,0.0,UPI,2025-09-15,3.7,3.0,No,1512.13
ORD103862,CUST7716,32.0,,Warangal,Electronics,Tablet,2,21853.56,10.0,Net Banking,2026-04-30,5.0,8.0,No,39336.41
ORD107775,CUST6952,39.0,Male,Ahmedabad,Beauty,Hair Dryer,1,2024.09,15.0,Wallet,2025-07-12,4.6,1.0,No,1720.48
ORD100326,CUST5769,46.0,Female,Hyderabad,Beauty,Hair Dryer,2,2343.54,15.0,Wallet,2025-07-10,4.9,4.0,No,3984.02
ORD114148,CUST3587,26.0,Female,Ahmedabad,Books,Exam Guide,5,650.92,0.0,UPI,2026-10-17,3.5,7.0,No,3254.58
ORD106395,CUST5251,26.0,Male,Mumbai,Home & Kitchen,Bedsheet,3,1590.19,15.0,Credit Card,2025-03-17,3.7,6.0,No,4054.98
ORD111293,CUST6033,32.0,Female,Delhi,Electronics,Laptop,2,68589.08,25.0,Credit Card,2025-11-14,3.7,7.0,No,102883.63
ORD104055,CUST3897,38.0,Female,Pune,Sports,Cricket Bat,1,2703.31,5.0,Credit Card,2025-09-04,5.0,6.0,Yes,2568.15
ORD102238,CUST4231,30.0,Male,Mumbai,Fashion,Handbag,1,1875.62,0.0,UPI,2025-12-01,2.8,7.0,No,1875.62
ORD105230,CUST5596,18.0,Female,Bengaluru,Electronics,Laptop,2,51638.87,5.0,Net Banking,2025-02-06,4.9,5.0,No,98113.84
ORD104572,CUST1478,25.0,Female,Visakhapatnam,Sports,Cricket Bat,1,3439.93,10.0,Net Banking,2026-03-18,3.4,4.0,No,3095.94
ORD108977,CUST3662,38.0,Male,Delhi,Electronics,Headphones,3,2833.81,20.0,COD,2026-02-24,3.9,2.0,Yes,6801.15
ORD107455,CUST6328,31.0,Male,Mumbai,Books,Biography,2,728.97,0.0,Debit Card,2026-02-21,4.1,5.0,No,1457.93
ORD101269,CUST1196,33.0,Male,Bengaluru,Home & Kitchen,Air Fryer,3,6322.89,5.0,Wallet,2026-05-16,3.9,7.0,No,18020.25
ORD100865,CUST7238,20.0,Female,Bengaluru,Electronics,Tablet,1,23543.73,10.0,UPI,2025-01-07,4.6,7.0,No,21189.35
ORD104943,CUST1603,30.0,Male,Bengaluru,Home & Kitchen,Bedsheet,2,1346.44,0.0,Net Banking,2026-01-04,3.0,2.0,Yes,2692.88
ORD102254,CUST2997,38.0,Female,Guntur,Home & Kitchen,Lamp,1,1274.08,30.0,Credit Card,2025-03-20,4.8,5.0,No,891.85
ORD106011,CUST3932,18.0,Male,Warangal,Beauty,Hair Dryer,2,2262.07,10.0,Net Banking,2026-03-07,4.5,2.0,No,4071.73
ORD106912,CUST8231,42.0,Male,Vijayawada,Home & Kitchen,Lamp,1,1305.96,20.0,UPI,2026-05-04,2.9,5.0,No,1044.77
ORD109871,CUST2895,18.0,Male,Ahmedabad,Electronics,Tablet,1,20576.91,10.0,Credit Card,2026-07-26,4.7,3.0,No,18519.22
ORD106999,CUST2653,32.0,Female,Hyderabad,Sports,Football,1,1072.48,10.0,UPI,2026-07-23,2.3,7.0,No,965.23
ORD100372,CUST7798,29.0,Female,Vijayawada,Fashion,Shoes,2,2538.63,10.0,Wallet,2025-08-29,2.4,5.0,No,4569.54
ORD110793,CUST6945,29.0,Female,Hyderabad,Home & Kitchen,Air Fryer,1,6399.44,10.0,Net Banking,2025-05-05,3.2,5.0,No,5759.5
ORD107941,CUST2936,27.0,Female,Delhi,Electronics,Tablet,2,22437.29,5.0,Net Banking,2025-11-06,4.8,8.0,No,42630.85
ORD100610,CUST6074,22.0,Female,Kolkata,Fashion,Jeans,1,1560.88,5.0,Net Banking,2025-10-04,2.9,9.0,No,1482.84
ORD104652,CUST5585,27.0,Male,Ahmedabad,Sports,Yoga Mat,1,981.92,10.0,Net Banking,2025-05-25,4.8,6.0,No,883.73
ORD112607,CUST3258,26.0,Female,Chennai,Home & Kitchen,Air Fryer,3,6745.55,10.0,Wallet,2026-06-15,4.8,4.0,No,18212.99
ORD108873,CUST1895,35.0,Female,Visakhapatnam,Electronics,Headphones,1,3129.91,10.0,UPI,2025-04-05,3.0,5.0,No,2816.92
ORD111751,CUST2562,56.0,Female,Guntur,Sports,Football,1,1146.79,15.0,Debit Card,2026-08-23,4.4,8.0,No,974.77
ORD114547,CUST5131,42.0,Female,Warangal,Home & Kitchen,Cookware Set,3,2969.34,10.0,Debit Card,2026-08-19,4.7,2.0,No,8017.22
ORD111324,CUST8863,44.0,Female,Delhi,Sports,Football,3,1210.96,15.0,UPI,2026-10-07,4.8,8.0,Yes,3087.96
ORD102365,CUST3848,22.0,Male,Guntur,Beauty,Moisturizer,1,676.08,10.0,Wallet,2025-01-17,5.0,4.0,No,608.47
ORD107767,CUST4839,39.0,Female,Warangal,Beauty,Makeup Kit,2,2351.83,10.0,Net Banking,2026-09-03,2.9,5.0,No,4233.29
ORD107149,CUST3009,39.0,Female,Ahmedabad,Beauty,Face Wash,2,439.7,10.0,Credit Card,2026-04-03,4.1,7.0,No,791.47
ORD103790,CUST3213,36.0,Male,Visakhapatnam,Beauty,Face Wash,1,453.93,10.0,Credit Card,2025-07-11,3.4,4.0,No,408.53
ORD113574,CUST6535,21.0,Female,Bengaluru,Beauty,Perfume,1,1961.52,15.0,Wallet,2026-02-27,4.5,5.0,No,1667.3
ORD105582,CUST7721,36.0,Female,Mumbai,Fashion,Handbag,1,2287.64,10.0,COD,2025-10-24,3.8,5.0,No,2058.87
ORD109884,CUST6606,38.0,Male,Pune,Fashion,Jacket,1,2640.95,10.0,Debit Card,2025-06-19,5.0,6.0,Yes,2376.85
ORD105061,CUST2447,23.0,Male,Ahmedabad,Electronics,Smartwatch,3,6537.2,20.0,COD,2026-01-21,4.2,5.0,No,15689.28
ORD114784,CUST1008,49.0,Male,Ahmedabad,Sports,Dumbbells,2,2837.23,15.0,Debit Card,2026-04-07,3.2,3.0,Yes,4823.29
ORD113270,CUST5980,40.0,Male,Delhi,Beauty,Perfume,3,1773.54,10.0,Wallet,2025-05-21,3.6,3.0,No,4788.57
ORD108672,CUST1491,33.0,Female,Ahmedabad,Fashion,T-Shirt,1,767.15,0.0,Net Banking,2026-05-08,3.8,5.0,No,767.15
ORD100663,CUST7856,42.0,Male,Kolkata,Electronics,Headphones,1,2919.63,20.0,Wallet,2025-12-23,2.5,4.0,No,2335.71
ORD110767,CUST7011,47.0,Male,Pune,Electronics,Headphones,1,2630.89,10.0,Credit Card,2026-04-08,2.7,4.0,Yes,2367.8
ORD113698,CUST6179,22.0,Male,Visakhapatnam,Fashion,Jeans,3,2020.7,15.0,UPI,2025-06-02,4.1,4.0,No,5152.78
ORD102777,CUST5502,23.0,Female,Mumbai,Home & Kitchen,Mixer Grinder,5,3845.87,15.0,Credit Card,2025-11-14,3.7,1.0,No,16344.96
ORD104536,CUST8142,24.0,Female,Vijayawada,Electronics,Laptop,2,53340.18,10.0,Net Banking,2026-06-18,3.8,,No,96012.32
ORD107190,CUST4680,23.0,Female,Warangal,Beauty,Face Wash,1,542.07,10.0,Net Banking,2026-11-28,3.3,5.0,No,487.86
